,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS
1,2015-11-19T00:00:00,2,0021500176,1610612749,MIL,Milwaukee,Bucks,5-7,23,25,31,21,0,0,0,0,0,0,0,0,0,0,100
0,2015-11-19T00:00:00,3,0021500177,1610612746,LAC,LA,Clippers,6-5,41,27,23,26,0,0,0,0,0,0,0,0,0,0,117
1,2015-11-19T00:00:00,3,0021500177,1610612744,GSW,Golden State,Warriors,13-0,25,29,31,39,0,0,0,0,0,0,0,0,0,0,124
0,2015-11-20T00:00:00,1,0021500178,1610612766,CHA,Charlotte,Hornets,7-6,30,32,23,28,0,0,0,0,0,0,0,0,0,0,113
1,2015-11-20T00:00:00,1,0021500178,1610612755,PHI,Philadelphia,76ers,0-13,19,22,29,18,0,0,0,0,0,0,0,0,0,0,88
0,2015-11-20T00:00:00,2,0021500179,1610612738,BOS,Boston,Celtics,7-5,23,43,25,29,0,0,0,0,0,0,0,0,0,0,120
1,2015-11-20T00:00:00,2,0021500179,1610612751,BKN,Brooklyn,Nets,2-11,19,23,25,28,0,0,0,0,0,0,0,0,0,0,95
0,2015-11-20T00:00:00,3,0021500180,1610612763,MEM,Memphis,Grizzlies,7-6,23,36,20,17,0,0,0,0,0,0,0,0,0,0,96
1,2015-11-20T00:00:00,3,0021500180,1610612745,HOU,Houston,Rockets,5-8,19,26,25,14,0,0,0,0,0,0,0,0,0,0,84
0,2015-11-20T00:00:00,4,0021500181,1610612750,MIN,Minnesota,Timberwolves,5-8,26,18,21,21,0,0,0,0,0,0,0,0,0,0,86
1,2015-11-20T00:00:00,4,0021500181,1610612765,DET,Detroit,Pistons,7-5,22,16,30,28,0,0,0,0,0,0,0,0,0,0,96
0,2015-11-20T00:00:00,5,0021500182,1610612740,NOP,New Orleans,Pelicans,2-11,22,26,30,26,0,0,0,0,0,0,0,0,0,0,104
1,2015-11-20T00:00:00,5,0021500182,1610612759,SAS,San Antonio,Spurs,9-3,20,21,33,16,0,0,0,0,0,0,0,0,0,0,90
0,2015-11-20T00:00:00,6,0021500183,1610612760,OKC,Oklahoma City,Thunder,7-6,20,24,18,28,0,0,0,0,0,0,0,0,0,0,90
1,2015-11-20T00:00:00,6,0021500183,1610612752,NYK,New York,Knicks,7-6,25,23,25,20,0,0,0,0,0,0,0,0,0,0,93
0,2015-11-20T00:00:00,7,0021500184,1610612742,DAL,Dallas,Mavericks,9-4,21,35,24,22,0,0,0,0,0,0,0,0,0,0,102
1,2015-11-20T00:00:00,7,0021500184,1610612762,UTA,Utah,Jazz,6-6,26,17,28,22,0,0,0,0,0,0,0,0,0,0,93
0,2015-11-20T00:00:00,8,0021500185,1610612743,DEN,Denver,Nuggets,6-7,29,34,21,23,0,0,0,0,0,0,0,0,0,0,107
1,2015-11-20T00:00:00,8,0021500185,1610612756,PHX,Phoenix,Suns,7-5,17,32,31,34,0,0,0,0,0,0,0,0,0,0,114
0,2015-11-20T00:00:00,9,0021500186,1610612757,POR,Portland,Trail Blazers,5-9,23,25,27,27,0,0,0,0,0,0,0,0,0,0,102
1,2015-11-20T00:00:00,9,0021500186,1610612746,LAC,LA,Clippers,6-6,23,24,26,18,0,0,0,0,0,0,0,0,0,0,91
0,2015-11-20T00:00:00,10,0021500187,1610612744,GSW,Golden State,Warriors,14-0,28,22,27,29,0,0,0,0,0,0,0,0,0,0,106
1,2015-11-20T00:00:00,10,0021500187,1610612741,CHI,Chicago,Bulls,8-4,29,18,26,21,0,0,0,0,0,0,0,0,0,0,94
0,2015-11-20T00:00:00,11,0021500188,1610612747,LAL,Los Angeles,Lakers,2-10,21,29,18,23,0,0,0,0,0,0,0,0,0,0,91
1,2015-11-20T00:00:00,11,0021500188,1610612761,TOR,Toronto,Raptors,8-6,27,22,27,26,0,0,0,0,0,0,0,0,0,0,102
0,2015-11-21T00:00:00,1,0021500189,1610612753,ORL,Orlando,Magic,6-7,22,25,20,24,0,0,0,0,0,0,0,0,0,0,91
1,2015-11-21T00:00:00,1,0021500189,1610612758,SAC,Sacramento,Kings,5-9,27,26,30,14,0,0,0,0,0,0,0,0,0,0,97
0,2015-11-21T00:00:00,2,0021500190,1610612754,IND,Indiana,Pacers,8-5,28,27,35,33,0,0,0,0,0,0,0,0,0,0,123
1,2015-11-21T00:00:00,2,0021500190,1610612749,MIL,Milwaukee,Bucks,5-8,25,26,16,19,0,0,0,0,0,0,0,0,0,0,86
0,2015-11-21T00:00:00,3,0021500191,1610612739,CLE,Cleveland,Cavaliers,10-3,27,30,20,32,0,0,0,0,0,0,0,0,0,0,109
1,2015-11-21T00:00:00,3,0021500191,1610612737,ATL,Atlanta,Hawks,9-6,19,23,22,33,0,0,0,0,0,0,0,0,0,0,97
0,2015-11-21T00:00:00,4,0021500192,1610612765,DET,Detroit,Pistons,7-6,24,28,21,22,0,0,0,0,0,0,0,0,0,0,95
1,2015-11-21T00:00:00,4,0021500192,1610612764,WAS,Washington,Wizards,6-4,30,22,23,22,0,0,0,0,0,0,0,0,0,0,97
0,2015-11-21T00:00:00,5,0021500193,1610612748,MIA,Miami,Heat,8-4,16,16,35,29,0,0,0,0,0,0,0,0,0,0,96
1,2015-11-21T00:00:00,5,0021500193,1610612755,PHI,Philadelphia,76ers,0-14,28,19,27,17,0,0,0,0,0,0,0,0,0,0,91
0,2015-11-21T00:00:00,6,0021500194,1610612745,HOU,Houston,Rockets,5-9,26,27,24,25,0,0,0,0,0,0,0,0,0,0,102
1,2015-11-21T00:00:00,6,0021500194,1610612752,NYK,New York,Knicks,8-6,24,34,21,28,0,0,0,0,0,0,0,0,0,0,107
0,2015-11-21T00:00:00,7,0021500195,1610612759,SAS,San Antonio,Spurs,10-3,24,29,21,18,0,0,0,0,0,0,0,0,0,0,92
1,2015-11-21T00:00:00,7,0021500195,1610612763,MEM,Memphis,Grizzlies,7-7,19,20,22,21,0,0,0,0,0,0,0,0,0,0,82
0,2015-11-22T00:00:00,1,0021500196,1610612746,LAC,LA,Clippers,6-7,23,11,21,25,0,0,0,0,0,0,0,0,0,0,80
1,2015-11-22T00:00:00,1,0021500196,1610612761,TOR,Toronto,Raptors,9-6,33,30,8,20,0,0,0,0,0,0,0,0,0,0,91
0,2015-11-22T00:00:00,2,0021500197,1610612751,BKN,Brooklyn,Nets,3-11,24,35,27,25,0,0,0,0,0,0,0,0,0,0,111
1,2015-11-22T00:00:00,2,0021500197,1610612738,BOS,Boston,Celtics,7-6,19,23,36,23,0,0,0,0,0,0,0,0,0,0,101
0,2015-11-22T00:00:00,3,0021500198,1610612740,NOP,New Orleans,Pelicans,3-11,27,29,36,30,0,0,0,0,0,0,0,0,0,0,122
1,2015-11-22T00:00:00,3,0021500198,1610612756,PHX,Phoenix,Suns,7-6,21,34,30,31,0,0,0,0,0,0,0,0,0,0,116
0,2015-11-22T00:00:00,4,0021500199,1610612760,OKC,Oklahoma City,Thunder,8-6,31,29,27,30,0,0,0,0,0,0,0,0,0,0,117
1,2015-11-22T00:00:00,4,0021500199,1610612742,DAL,Dallas,Mavericks,9-5,25,27,33,29,0,0,0,0,0,0,0,0,0,0,114
0,2015-11-22T00:00:00,5,0021500200,1610612743,DEN,Denver,Nuggets,6-8,23,35,21,26,0,0,0,0,0,0,0,0,0,0,105
1,2015-11-22T00:00:00,5,0021500200,1610612744,GSW,Golden State,Warriors,15-0,34,30,27,27,0,0,0,0,0,0,0,0,0,0,118
0,2015-11-22T00:00:00,6,0021500201,1610612747,LAL,Los Angeles,Lakers,2-11,23,29,22,19,0,0,0,0,0,0,0,0,0,0,93
1,2015-11-22T00:00:00,6,0021500201,1610612757,POR,Portland,Trail Blazers,6-9,32,24,28,23,0,0,0,0,0,0,0,0,0,0,107
0,2015-11-23T00:00:00,1,0021500202,1610612766,CHA,Charlotte,Hornets,8-6,33,27,14,38,15,0,0,0,0,0,0,0,0,0,127
1,2015-11-23T00:00:00,1,0021500202,1610612758,SAC,Sacramento,Kings,5-10,30,30,31,21,10,0,0,0,0,0,0,0,0,0,122
0,2015-11-23T00:00:00,2,0021500203,1610612739,CLE,Cleveland,Cavaliers,11-3,29,30,33,25,0,0,0,0,0,0,0,0,0,0,117
1,2015-11-23T00:00:00,2,0021500203,1610612753,ORL,Orlando,Magic,6-8,27,28,21,27,0,0,0,0,0,0,0,0,0,0,103
0,2015-11-23T00:00:00,3,0021500204,1610612748,MIA,Miami,Heat,9-4,26,26,21,22,0,0,0,0,0,0,0,0,0,0,95
1,2015-11-23T00:00:00,3,0021500204,1610612752,NYK,New York,Knicks,8-7,19,11,26,22,0,0,0,0,0,0,0,0,0,0,78
0,2015-11-23T00:00:00,4,0021500205,1610612749,MIL,Milwaukee,Bucks,6-8,25,33,30,21,0,0,0,0,0,0,0,0,0,0,109
1,2015-11-23T00:00:00,4,0021500205,1610612765,DET,Detroit,Pistons,7-7,26,22,14,26,0,0,0,0,0,0,0,0,0,0,88
0,2015-11-23T00:00:00,5,0021500206,1610612750,MIN,Minnesota,Timberwolves,6-8,19,27,28,26,0,0,0,0,0,0,0,0,0,0,100
1,2015-11-23T00:00:00,5,0021500206,1610612755,PHI,Philadelphia,76ers,0-15,26,26,21,22,0,0,0,0,0,0,0,0,0,0,95
0,2015-11-23T00:00:00,6,0021500207,1610612759,SAS,San Antonio,Spurs,11-3,20,24,23,31,0,0,0,0,0,0,0,0,0,0,98
1,2015-11-23T00:00:00,6,0021500207,1610612756,PHX,Phoenix,Suns,7-7,17,17,26,24,0,0,0,0,0,0,0,0,0,0,84
0,2015-11-23T00:00:00,7,0021500208,1610612762,UTA,Utah,Jazz,6-7,20,26,22,21,0,0,0,0,0,0,0,0,0,0,89
1,2015-11-23T00:00:00,7,0021500208,1610612760,OKC,Oklahoma City,Thunder,9-6,23,40,25,23,0,0,0,0,0,0,0,0,0,0,111
0,2015-11-24T00:00:00,1,0021500209,1610612764,WAS,Washington,Wizards,6-5,31,30,21,24,0,0,0,0,0,0,0,0,0,0,106
1,2015-11-24T00:00:00,1,0021500209,1610612754,IND,Indiana,Pacers,9-5,33,29,31,30,0,0,0,0,0,0,0,0,0,0,123
0,2015-11-24T00:00:00,2,0021500210,1610612737,ATL,Atlanta,Hawks,10-6,33,24,24,40,0,0,0,0,0,0,0,0,0,0,121
1,2015-11-24T00:00:00,2,0021500210,1610612738,BOS,Boston,Celtics,7-7,28,20,25,24,0,0,0,0,0,0,0,0,0,0,97
0,2015-11-24T00:00:00,3,0021500211,1610612763,MEM,Memphis,Grizzlies,8-7,21,25,36,28,0,0,0,0,0,0,0,0,0,0,110
